timestamp,open,high,low,close,volume
2026-03-25T00:00:00Z,3008.2,3009.08,3006.1,3006.89,154
2026-03-25T01:00:00Z,3006.89,3009.54,3006.3,3008.07,187
2026-03-25T02:00:00Z,3008.07,3008.76,3006.71,3008.01,367
2026-03-25T03:00:00Z,3008.01,3009.72,3007.4,3009.67,586
2026-03-25T04:00:00Z,3009.67,3010.17,3008.52,3009.46,508
2026-03-25T05:00:00Z,3009.46,3011.22,3007.34,3008.43,439
2026-03-25T06:00:00Z,3008.43,3011.46,3006.67,3010.99,531
2026-03-25T07:00:00Z,3010.99,3012.63,3010.39,3012.15,460
2026-03-25T08:00:00Z,3012.15,3013.95,3011.73,3012.31,536
2026-03-25T09:00:00Z,3012.31,3014.5,3010.78,3013.1,471
2026-03-25T10:00:00Z,3013.1,3014.37,3012.25,3013.47,524
2026-03-25T11:00:00Z,3013.47,3015.12,3011.19,3012.83,252
2026-03-25T12:00:00Z,3012.83,3013.85,3009.46,3011.79,289
2026-03-25T13:00:00Z,3011.79,3013.78,3010.29,3011.97,562
2026-03-25T14:00:00Z,3011.97,3013.55,3009.6,3011.45,188
2026-03-25T15:00:00Z,3011.45,3013.19,3008.31,3011.82,353
2026-03-25T16:00:00Z,3011.82,3015.34,3011.1,3014.42,157
2026-03-25T17:00:00Z,3014.42,3014.73,3012.66,3014.19,284
2026-03-25T18:00:00Z,3014.19,3016.06,3012.49,3012.92,269
2026-03-25T19:00:00Z,3012.92,3014.07,3011.09,3012.08,462
2026-03-25T20:00:00Z,3012.08,3012.29,3009.35,3011.98,304
2026-03-25T21:00:00Z,3011.98,3012.94,3011.8,3011.89,402
2026-03-25T22:00:00Z,3011.89,3012.39,3009.19,3010.44,339
2026-03-25T23:00:00Z,3010.44,3012.55,3008.73,3010.34,530
2026-03-26T00:00:00Z,3010.34,3012.94,3009.13,3012.27,465
2026-03-26T01:00:00Z,3012.27,3013.99,3011.71,3012.57,377
2026-03-26T02:00:00Z,3012.57,3013.07,3011.61,3012.99,338
2026-03-26T03:00:00Z,3012.99,3014.95,3012.28,3013.35,247
2026-03-26T04:00:00Z,3013.35,3017.12,3011.85,3012.37,258
2026-03-26T05:00:00Z,3012.37,3014.11,3012.23,3013.68,274
2026-03-26T06:00:00Z,3013.68,3017.27,3013.23,3016.55,433
2026-03-26T07:00:00Z,3016.55,3017.02,3013.68,3014.79,225
2026-03-26T08:00:00Z,3014.79,3017.17,3014.22,3017.07,216
2026-03-26T09:00:00Z,3017.07,3018.7,3016.78,3018.41,217
2026-03-26T10:00:00Z,3018.41,3019.85,3015.77,3017.11,239
2026-03-26T11:00:00Z,3017.11,3017.43,3015.26,3015.55,182
2026-03-26T12:00:00Z,3015.55,3016.97,3014.47,3014.78,407
2026-03-26T13:00:00Z,3014.78,3015.93,3012.22,3015.55,487
2026-03-26T14:00:00Z,3015.55,3016.52,3013.81,3014.02,395
2026-03-26T15:00:00Z,3014.02,3016.37,3013.74,3015.59,377
2026-03-26T16:00:00Z,3015.59,3015.83,3012.58,3012.84,290
2026-03-26T17:00:00Z,3012.84,3014.48,3011.53,3012.67,455
2026-03-26T18:00:00Z,3012.67,3013.68,3011.54,3011.79,509
2026-03-26T19:00:00Z,3011.79,3013.0,3008.5,3010.98,593
2026-03-26T20:00:00Z,3010.98,3011.85,3009.24,3010.14,382
2026-03-26T21:00:00Z,3010.14,3011.48,3009.06,3009.84,280
2026-03-26T22:00:00Z,3009.84,3010.2,3007.62,3007.84,575
2026-03-26T23:00:00Z,3007.84,3008.67,3004.65,3006.16,216
2026-03-27T00:00:00Z,3006.16,3007.51,3005.11,3005.92,212
2026-03-27T01:00:00Z,3005.92,3007.51,3003.83,3005.39,519
2026-03-27T02:00:00Z,3005.39,3005.98,3002.79,3003.16,409
2026-03-27T03:00:00Z,3003.16,3004.38,3001.41,3001.77,582
2026-03-27T04:00:00Z,3001.77,3002.31,3001.2,3001.48,369
2026-03-27T05:00:00Z,3001.48,3004.76,2999.99,3002.91,479
2026-03-27T06:00:00Z,3002.91,3004.29,3001.69,3003.47,164
2026-03-27T07:00:00Z,3003.47,3004.76,3001.44,3002.58,153
2026-03-27T08:00:00Z,3002.58,3002.92,2999.96,3000.21,529
2026-03-27T09:00:00Z,3000.21,3000.95,2998.84,2999.32,364
2026-03-27T10:00:00Z,2999.32,2999.69,2998.49,2998.9,440
2026-03-27T11:00:00Z,2998.9,3000.93,2998.54,3000.32,175
2026-03-27T12:00:00Z,3000.32,3001.65,2999.09,3000.33,376
2026-03-27T13:00:00Z,3000.33,3000.8,2998.98,2999.62,206
2026-03-27T14:00:00Z,2999.62,3000.87,2997.74,2999.81,173
2026-03-27T15:00:00Z,2999.81,3001.58,2998.39,2999.07,258
2026-03-27T16:00:00Z,2999.07,3001.65,2998.48,2998.9,404
2026-03-27T17:00:00Z,2998.9,3000.39,2998.15,2999.71,406
2026-03-27T18:00:00Z,2999.71,3001.2,2999.01,2999.89,529
2026-03-27T19:00:00Z,2999.89,3000.02,2996.21,2999.46,444
2026-03-27T20:00:00Z,2999.46,3000.25,2997.96,2998.64,357
2026-03-27T21:00:00Z,2998.64,2999.29,2995.07,2997.67,575
2026-03-27T22:00:00Z,2997.67,2999.22,2996.83,2997.12,373
2026-03-27T23:00:00Z,2997.12,2998.5,2996.35,2997.04,323
2026-03-28T00:00:00Z,2997.04,2998.46,2995.59,2997.39,421
2026-03-28T01:00:00Z,2997.39,2999.07,2996.7,2998.4,569
2026-03-28T02:00:00Z,2998.4,2999.39,2998.13,2998.48,238
2026-03-28T03:00:00Z,2998.48,3000.32,2997.27,2997.84,545
2026-03-28T04:00:00Z,2997.84,2999.29,2996.78,2998.23,498
2026-03-28T05:00:00Z,2998.23,3001.16,2997.05,2999.6,592
2026-03-28T06:00:00Z,2999.6,3002.31,2998.75,3000.42,473
2026-03-28T07:00:00Z,3000.42,3000.99,2999.36,3000.19,308
2026-03-28T08:00:00Z,3000.19,3000.35,2999.29,2999.62,480
2026-03-28T09:00:00Z,2999.62,3002.78,2998.47,3000.65,386
2026-03-28T10:00:00Z,3000.65,3002.73,2999.29,2999.48,564
2026-03-28T11:00:00Z,2999.48,3000.22,2998.35,2999.29,181
2026-03-28T12:00:00Z,2999.29,3000.77,2997.55,3000.67,193
2026-03-28T13:00:00Z,3000.67,3001.08,3000.15,3000.56,374
2026-03-28T14:00:00Z,3000.56,3001.8,2999.84,3001.6,348
2026-03-28T15:00:00Z,3001.6,3002.28,3000.08,3001.79,481
2026-03-28T16:00:00Z,3001.79,3002.45,3000.01,3000.96,279
2026-03-28T17:00:00Z,3000.96,3003.16,2999.32,3002.64,320
2026-03-28T18:00:00Z,3002.64,3003.87,2999.14,3000.63,485
2026-03-28T19:00:00Z,3000.63,3002.27,2999.52,3002.06,308
2026-03-28T20:00:00Z,3002.06,3003.51,3001.4,3001.71,509
2026-03-28T21:00:00Z,3001.71,3004.51,3000.44,3002.58,480
2026-03-28T22:00:00Z,3002.58,3004.29,3002.45,3003.04,259
2026-03-28T23:00:00Z,3003.04,3004.44,3001.92,3004.39,229
2026-03-29T00:00:00Z,3004.39,3005.93,3002.26,3005.06,577
2026-03-29T01:00:00Z,3005.06,3007.11,3003.83,3006.67,466
2026-03-29T02:00:00Z,3006.67,3007.41,3004.67,3006.91,544
2026-03-29T03:00:00Z,3006.91,3009.09,3005.58,3005.78,336
2026-03-29T04:00:00Z,3005.78,3007.06,3004.92,3005.55,533
2026-03-29T05:00:00Z,3005.55,3007.3,3005.04,3007.18,551
2026-03-29T06:00:00Z,3007.18,3008.7,3006.32,3008.53,375
2026-03-29T07:00:00Z,3008.53,3009.11,3007.61,3008.4,232
2026-03-29T08:00:00Z,3008.4,3011.26,3008.06,3008.89,478
2026-03-29T09:00:00Z,3008.89,3009.62,3007.12,3008.88,414
